Name;Url;Year/s;Certificate;Duration;Rating;Votes;
Parásitos;/title/tt1997878/;(2011–2012);13;;7.0;23;
Una aventura extrema;/title/tt14365424/;(2021– );;;;;
Channel nº 4;/title/tt0483531/;(2005–2008);;130 min;5.8;27;
Hable con ellas;/title/tt3655372/;(2014–2016);;;;;
El faro de Alejandría;/title/tt0364160/;(2002– );;30 min;;;
Monster School;/title/tt7730496/;(2017– );;;;;
Latidos;/title/tt0494970/;(2006 TV Movie);;90 min;;;
¿Xq?;/title/tt2319737/;(2008–2009);;;;;
Fuera de cobertura;/title/tt13690778/;(2016–2019);;;;;
Sexto sentido;/title/tt0907696/;(2006– );;90 min;;;
Miró;/title/tt18398710/;(2022 TV Movie);;;;;
Mi madre cocina mejor que la tuya;/title/tt3599806/;(2014– );;;;;
Un príncipe para ...;/title/tt3648600/;(2013– );;;;;
Zero;/title/tt1946520/;(2011 TV Movie);;;8.0;8;
Brigada de fenómenos;/title/tt6816524/;(2016– );;;;;
Malon White;/title/tt7922074/;(2017 TV Movie);;;;;
It's Flamenco;/title/tt14260048/;(2021– );;;;;
Ciencia Forense;/title/tt6852560/;(2017);;50 min;;;
Vida de familia;/title/tt1029170/;(2007 TV Movie);;92 min;6.4;35;
Àngels i Sants;/title/tt0497871/;(2006– );;;8.0;22;
Pacífico. Un viaje a los confines del hombre;/title/tt10602830/;(2016);;;8.8;19;
Pijama Party;/title/tt14536204/;(2021);;;;;
Seis motivos para dudar de tus amigos;/title/tt1781899/;(2011 TV Movie);;;;;
Parking Karaoke;/title/tt12027088/;(2020– );12;46 min;7.4;7;
15!;/title/tt0934359/;(2007 TV Movie);;;;;
Rastreadores de Misterios;/title/tt2438650/;(2012– );;;;;
Un domingo cualquiera;/title/tt0387732/;(2003–2004);;180 min;;;
Comtes. L'origen de Catalunya;/title/tt7907558/;(2017– );;;7.4;15;
Memoria de España;/title/tt0404231/;(2004– );;;7.9;41;
SuperStone;/title/tt13194672/;(2017);TP;;;;
L'èxit de la temporada;/title/tt16735970/;(2022 TV Movie);;100 min;;;
El diario de Bita y Cora;/title/tt13093262/;(2019–2020);;;;;
Amigas y conocidas;/title/tt3995024/;(2014–2018);;;;;
VisualPolitik EN;/title/tt16012730/;(2017– );;;;;
Joc de cartes;/title/tt6814398/;(2017– );;;7.3;15;
Polònia, el musical;/title/tt4872688/;(2015 TV Movie);7;119 min;8.2;6;
Hay que vivir;/title/tt1072881/;(2007);;;7.2;7;
Estrus;/title/tt18069458/;(2022– );;15 min;;;
Miquel Barceló: vidre de meravelles;/title/tt8015868/;(2017 TV Movie);;55 min;;;
Space Men;/title/tt3824066/;(2014– );;;8.5;16;
Carta mortal;/title/tt0391585/;(2003 TV Movie);;82 min;5.4;25;
Rhesus;/title/tt1939323/;(2010– );;136 min;;;
Top Gamers Academy;/title/tt12600590/;(2020– );12;;;;
7 días al desnudo;/title/tt0485572/;(2005– );;55 min;5.1;14;
Padre Medina;/title/tt1577412/;(2009– );;;;;
Euskolegas;/title/tt1534359/;(2009– );;;7.2;24;
El traidor;/title/tt0833576/;(2006– );;30 min;;;
Fragments;/title/tt0443001/;(2003 TV Movie);;90 min;7.8;6;
La noche de los inocentes;/title/tt2256729/;(2011 TV Movie);;;;;
El universo de Stephen Hawking: Presentación;/title/tt8894704/;(2018 TV Movie);;;;;
Ciclo Agatha Christie;/title/tt0784674/;(2005–2006);;10 min;9.1;123;
Alberto Iglesias, el músico fiel;/title/tt0778605/;(2006 TV Movie);;30 min;5.0;15;
En el Fondo Norte;/title/tt3491332/;(2010–2011);A;30 min;;;
Nines russes;/title/tt0347661/;(2002 TV Movie);;;5.4;9;
El crédito;/title/tt10989268/;(2020 TV Movie);;82 min;5.7;36;
Video Buck;/title/tt6642546/;(2015– );;;9.1;27;
La Sexta noche;/title/tt3116074/;(2013– );;;5.3;29;
En boca de todos;/title/tt5508526/;(2010– );;60 min;;;
Sobreviviré;/title/tt14770496/;(2021– );;;;;
Cuando Franco murió, yo tenía 30 años;/title/tt0833437/;(2005 TV Movie);;52 min;;;
Socialité;/title/tt7295054/;(2017– );;;;;
Big Band Clan;/title/tt6279460/;(2015– );;;5.6;5;
Tourilandia;/title/tt2379609/;(2012– );;;;;
Galicia Bonita;/title/tt10732406/;(2019– );;;;;
La balada del estrecho;/title/tt1438529/;(2010 TV Movie);;99 min;;;
Enertips;/title/tt3905260/;(2013– );;;;;
Mónica;/title/tt0415173/;(2003 TV Movie);;85 min;5.7;20;
El chat de OT;/title/tt8812208/;(2017– );;75 min;;;
Improvisando;/title/tt8291338/;(2020– );7;100 min;;;
Los más;/title/tt0471054/;(2004–2013);;120 min;2.9;12;
Aquí hay tomate;/title/tt0385374/;(2003–2008);;50 min;1.6;60;
To-Day;/title/tt5048270/;(2015– );;;;;
Esto es París, 50 años de pasión;/title/tt13433110/;(2020– );;;6.5;6;
Dale al rec;/title/tt3515164/;(2011–2012);;;;;
Dos de mayo - La libertad de una nación;/title/tt1245188/;(2008– );;;7.3;19;
Després de la pluja;/title/tt0922402/;(2007 TV Movie);;94 min;6.9;31;
Hola Lara;/title/tt2148159/;(2011– );10;11 min;6.4;9;
Divinos;/title/tt0825855/;(2006);;50 min;3.1;21;
El gran debate;/title/tt1094232/;(2007–2013);;240 min;2.0;33;
Cámbiame;/title/tt5174636/;(2015–2018);;;3.1;10;
Números;/title/tt4679310/;(2014–2015);;10 min;;;
London Street;/title/tt0348958/;(2003);;50 min;6.0;11;
Los sobrinos del Capitán Grant;/title/tt2177627/;(2012 TV Movie);;;;;
Lunnis de leyenda;/title/tt8884326/;(2016– );;;;;
A vida por diante;/title/tt0499115/;(2006– );;80 min;5.9;8;
Bake Off España;/title/tt10453228/;(2019– );;130 min;;;
Lo siguiente;/title/tt9067062/;(2018–2019);;;;;
El secreto del héroe;/title/tt0368964/;(2003 TV Movie);;80 min;5.0;11;
Las voces de Pilar Jurado;/title/tt3422482/;(2014 TV Movie);;;;;
Iceberg;/title/tt1961347/;(2011 TV Movie);;;;;
Lope enamorado;/title/tt8490738/;(2019 TV Movie);;;6.0;10;
Salsa rosa;/title/tt0382478/;(2002–2006);;180 min;1.6;39;
Tabús;/title/tt12485250/;(2020–2021);;;;;
Factor miedo;/title/tt0401931/;(2004– );;120 min;;;
Rocío, casi madre;/title/tt1135958/;(2007– );;60 min;;;
Rotten Rain;/title/tt2492128/;(2013– );;;;;
Me cambio de década;/title/tt7345942/;(2017– );;;;;
Don't Stop Believin'Tribute;/title/tt17519452/;(2021 TV Movie);;61 min;;;
De repente, los Gómez;/title/tt1500556/;(2009–2010);;;4.0;15;
Tony Story;/title/tt6230138/;(2016–2017);X;;8.4;12;
Un, dos, ¡chef!;/title/tt4080862/;(2014– );A;12 min;;;
Retratos con alma;/title/tt10507150/;(2018– );;;;;
Rutas del mas alla;/title/tt2361636/;(2012– );;;6.4;7;
Pets-and-pets.com;/title/tt0439953/;(2003);;30 min;;;
Academia de gladiadores;/title/tt1531054/;(2002– );;24 min;6.9;26;
Black News;/title/tt3362408/;(2013– );;;;;
Sharif;/title/tt12403028/;;;;;;
Gàbies d'or;/title/tt0482986/;(2007 TV Movie);;;;;
Les nenes no haurien de jugar al futbol;/title/tt3257602/;(2014 TV Movie);;;6.5;8;
Estudio 1;/title/tt1759876/;(2010–2016);;;;;
A partir de hoy;/title/tt10602828/;(2019–2020);;;;;
Las cinco caras de David LaChapelle;/title/tt0826048/;(2006 TV Movie);;26 min;5.6;5;
MTV Tuning España: Pimp My Ride Spain;/title/tt3202706/;(2011–2012);;;;;
El poder del amor;/title/tt1882404/;(2002– );;;;;
Crims;/title/tt0354284/;(2000);;;5.8;19;
Atrapa-la;/title/tt0319013/;(2000 TV Movie);;90 min;5.2;6;
La Supercafetera;/title/tt2275412/;(2010– );;;8.4;30;
Contáct@me;/title/tt1334311/;(2009 TV Movie);;;8.1;10;
Van Dogh;/title/tt4906488/;(2009– );;5 min;6.1;10;
Sketchiteces;/title/tt2788712/;(2014 TV Movie);;29 min;7.5;10;
Life Stories - Historias Naturales;/title/tt3594802/;(2013–2014);;;7.4;5;
El Instituto;/title/tt5949702/;(2016– );;;;;
Abducidos;/title/tt9407336/;(2018);;;7.3;9;
Colegas;/title/tt7965716/;(2017– );;;5.4;8;
VM Show Vol. 2;/title/tt0483345/;(2005);;;;;
Moncloa ¿dígame?;/title/tt0364840/;(2001);;30 min;5.8;26;
Gaudí en la favela;/title/tt0309623/;(2002 TV Movie);;45 min;7.0;8;
Maitena: Estados alterados;/title/tt1315739/;(2008–2010);;;3.6;29;
La dama del cuadro;/title/tt7836856/;(2019 TV Movie);;65 min;;;
Algo pasa con Ana;/title/tt6299782/;(2016);;50 min;;;
Más de Veneno: El documental;/title/tt13747784/;(2020 TV Movie);;;;;
Pura magia;/title/tt7109048/;(2017– );;;;;
Catalunya.cat;/title/tt1236409/;(2008 TV Movie);;42 min;3.1;10;
Agitación + IVA;/title/tt0462076/;(2005–2006);;60 min;5.1;50;
Más vale tarde;/title/tt8618494/;(2012– );;;;;
Los enigmas de Cervantes;/title/tt6218836/;(2016 TV Movie);;;;;
Papá;/title/tt0275860/;(2001– );;60 min;;;
3 i més;/title/tt1183722/;(2006–2007);;70 min;;;
¡Clever!;/title/tt1179251/;(2007– );;120 min;;;
El Peyero Enmascarado;/title/tt3210576/;(2013);;;;;
1 quart de 3;/title/tt1209389/;(2008– );;;6.9;20;
Gala musical Costa Blanca;/title/tt2333407/;(2006– );;;;;
La tarde, aquí y ahora;/title/tt2242101/;(2009– );;;;;
Nicolás;/title/tt1816940/;(2001– );;;;;
Top Gamers Academy: Resumen diario;/title/tt13222938/;(2020– );12;;;;
Te Cuento Un Secreto;/title/tt15506270/;(2020– );;;;;
La noche de los errores;/title/tt0382456/;(2000– );;50 min;;;
Casi perfectos;/title/tt0401918/;(2004–2005);;70 min;5.2;41;
Al alcance de su mano;/title/tt0338704/;(2002 TV Movie);13;88 min;4.4;14;
Galicia exprés;/title/tt0267180/;(2001– );;;;;
Cántame cómo pasó;/title/tt1653961/;(2010– );;;;;
Crazy Camp;/title/tt11174524/;(2019);;;;;
Otsoen Lurraldean;/title/tt7983936/;(2017– );;;;;
Año cero;/title/tt0772722/;(2001 TV Movie);;80 min;;;
Esto es un late;/title/tt15334762/;(2021– );;;;;
Terapia;/title/tt2279312/;(2011 TV Movie);;;;;
Boqueria 357;/title/tt1122785/;(2007–2008);;;1.7;7;
Rise and Fall of the City of Mahagonny;/title/tt12768806/;(2010 TV Movie);;137 min;;;
Corta-t;/title/tt0940800/;(2005–2006);;;;;
Vivian Ward, A True Love of $3,000;/title/tt12695252/;(2020 TV Movie);;77 min;;;
Los teloneros;/title/tt16174914/;(2021);;;;;
Blade Runner Tribute. Mercedes Benz Fashion Week;/title/tt5119696/;(2014 TV Movie);;;;;
Ballar;/title/tt7551246/;(2017–2018);;;;;
Les Contes d'Hoffmann/The Tales of Hoffmann;/title/tt5121966/;(2013 TV Movie);;183 min;8.4;5;
Campanades de boda;/title/tt9370758/;(2014 TV Movie);;130 min;;;
Més enllà de les estrelles;/title/tt1210329/;(2003 TV Movie);;83 min;;;
Un lugar en el mundo;/title/tt0360282/;(2003–2004);;70 min;7.3;23;
Tannhäuser;/title/tt2670308/;(2012 TV Movie);;201 min;7.9;8;
Catalans a la romana;/title/tt1259524/;(2000 TV Movie);;;;;
Escena;/title/tt0424635/;(2002–2004);;;;;
Santa vs. Claus;/title/tt1471254/;(2008 TV Movie);;78 min;6.2;26;
Jo, Ramon Llull;/title/tt6024708/;(2016 TV Movie);;;8.3;12;
La Huida;/title/tt5655434/;(2016– );;;;;
Maremar;/title/tt12132246/;(2020 TV Movie);;;;;
El pallasso i el Führer;/title/tt0862799/;(2007 TV Movie);;95 min;7.1;54;
Telenovela en Espanol;/title/tt5865550/;(2015– );;;;;
Los Aspirantes;/title/tt13414594/;(2020– );;;;;
Bago!az;/title/tt6643806/;(2017– );;;;;
Un país para escucharlo;/title/tt11307208/;(2019–2020);TP;55 min;;;
Me lo dices o me lo cantas;/title/tt6852424/;(2017);;;1.6;6;
Tocant el mar;/title/tt1924428/;(2012 TV Movie);;90 min;;;
Todo es verdad;/title/tt15210950/;(2021– );;;;;
Palabra de Gitano;/title/tt2705176/;(2013– );;50 min;;;
Lo Cartanyà;/title/tt0483530/;(2005–2007);13;;6.9;58;
Acorralados;/title/tt6511314/;(2011– );;;;;
La guillotina;/title/tt1661322/;(2010– );;;;;
London Calling;/title/tt6186880/;(2016 TV Movie);;69 min;;;
Como el perro y el gato;/title/tt1029656/;(2007– );;;2.0;13;
Minty the Fairy;/title/tt3861204/;(2013– );;;;;
Pareja en prácticas;/title/tt3075140/;(2007– );;3 min;;;
4 arreplegats;/title/tt0470634/;(2005);;;;;
Ventdelplà confidencial;/title/tt1172079/;(2008 TV Movie);;;;;
Top 50;/title/tt8192926/;(2018– );;;;;
El último guión. Buñuel en la memoria;/title/tt1178621/;(2008 TV Movie);;90 min;7.2;100;
Chicas del montón;/title/tt3353378/;(2013– );;;;;
Salvaje;/title/tt0372503/;(2003 TV Movie);;83 min;4.5;8;
Desconeguts;/title/tt10040188/;(2017);;;;;
Croco Doc;/title/tt15690590/;(I) (2021– );;190 min;;;
Blue Zulu;/title/tt2892462/;(2013– );;;;;
Trafficker;/title/tt5238582/;(2015 TV Movie);;58 min;6.4;6;
Cracks;/title/tt1644997/;(2010– );;;;;
Hoy cocinas tú;/title/tt0779830/;(2006– );;25 min;5.5;6;
The weekly mag;/title/tt10039060/;(2018– );;;;;
L'entrevista impossible;/title/tt0833397/;(2006– );;30 min;;;
Lila;/title/tt2056143/;(2011– );;;;;
Roast Battle España;/title/tt9140924/;(2018– );;;;;
Ciudad sur;/title/tt0369088/;(2001);;;;;
Los Últimos Bakalas - Discovery Wasabi;/title/tt16063374/;(2015– );;;;;
Maridos e mulleres;/title/tt0484395/;(2005– );;;6.7;8;
21 días;/title/tt1789995/;(2009– );;;7.4;17;
La tierra de las 1000 músicas;/title/tt0470663/;(2005– );;;7.4;6;
Costello News: Webshow;/title/tt3508448/;(2009–2012);;20 min;;;
Lo que me contaron los muertos;/title/tt1988361/;(2004– );;60 min;;;
Lazos de sangre;/title/tt0458787/;(2001 TV Movie);;;;;
Ahora;/title/tt0386910/;(2000–2006);;50 min;5.7;19;
Glamour TV;/title/tt8903584/;(2012);;;;;
La hora musa;/title/tt9070514/;(2018– );;;;;
Buenas noches y Buenafuente;/title/tt2356061/;(2012);;;4.3;13;
Las claves de El Caso;/title/tt5564814/;(2016– );;10 min;;;
The Footage Project;/title/tt13971482/;(2020– );;;;;
The Wall;/title/tt7045082/;(I) (2017);;;;;
Cita Familiar;/title/tt7638908/;(2017– );;4 min;;;
La Wikipedia;/title/tt7806406/;(2017– );;;;;
La casa de mi padre;/title/tt6110046/;(2016– );;;;;
Todas las mujeres;/title/tt1661544/;(2010);;27 min;6.6;9;
La Campos Móvil;/title/tt14176858/;(2021– );;;;;
Pla/Lectus;/title/tt1576451/;(2009 TV Movie);;45 min;;;
El programa de Ana Rosa;/title/tt0444746/;(2005– );;180 min;2.0;59;
Cosmos 7;/title/tt13875478/;(2020– );;;;;
El zoo d'en Pitus;/title/tt0247840/;(2000 TV Movie);;90 min;6.1;10;
2324;/title/tt4304362/;(2013–2015);;;;;
Lo que ha llovido;/title/tt1877690/;(2011 TV Movie);;90 min;4.9;12;
Un país para comérselo;/title/tt1731951/;(2010–2014);;;8.4;19;
El Doctor Bocanegra;/title/tt13600944/;(2018– );;;;;
Sala 33;/title/tt1394086/;(2009– );;;8.7;12;
Bah!;/title/tt8918408/;(2018– );;10 min;;;
Orígens;/title/tt0293477/;(2000 TV Movie);;;6.7;6;
Juegos sin fronteras;/title/tt12005196/;(2019– );;140 min;4.5;9;
Querer de cine;/title/tt2516454/;(2012– );;;8.8;10;
Manon;/title/tt2144014/;(II) (2007 TV Movie);;175 min;7.2;6;
Venecia 2005: Crónica de Carlos Boyero;/title/tt0480949/;(2005 TV Movie);;24 min;4.7;54;
Atlantia;/title/tt0405517/;(2004– );;50 min;;;
Akemarropa;/title/tt5643720/;(2009–2010);;;4.9;8;
El cine en las venas;/title/tt0489673/;(2005 TV Movie);;60 min;5.8;10;
Muchoviaje;/title/tt1213001/;(2001– );;30 min;;;
Uhf;/title/tt0405607/;(2004– );;120 min;;;
Una serie de superhéroes;/title/tt2746734/;(2011 TV Movie);;25 min;;;
Chhaupadi;/title/tt10023064/;(2019 TV Movie);;52 min;;;
Hormigas blancas;/title/tt0939798/;(2007– );;120 min;3.4;17;
20-S;/title/tt8633486/;(2018 TV Movie);;58 min;8.4;24;
Esta es mi historia;/title/tt0375319/;(2001–2004);;50 min;;;
Sweesters: Virtual Room;/title/tt1376674/;(2009);;2 min;8.2;8;
Él y ella;/title/tt0375510/;(2001–2002);;;;;
Cruz y raya.com;/title/tt0372649/;(2000–2004);TP;60 min;6.7;79;
Cafetería Manhattan;/title/tt0985067/;(2007);;30 min;2.2;9;
Déék toubab;/title/tt1640683/;(2006 TV Movie);;52 min;;;
Tic tac toe;/title/tt2014109/;(2000–2001);;;;;
Irak-Afganistán, la guerra llega al cine;/title/tt1173723/;(2008 TV Movie);;25 min;;;
El año que trafiqué con mujeres;/title/tt0443882/;(2005 TV Movie);;100 min;5.7;34;
El club;/title/tt0441917/;(I) (2004–2009);;120 min;5.4;26;
Carmen;/title/tt2662562/;(II) (2011 TV Movie);;155 min;7.3;6;
Xavier Vinader, periodista. Contra la guerra bruta;/title/tt4469504/;(2015 TV Movie);;57 min;;;
El club de Flo;/title/tt0786760/;(2006– );;50 min;6.5;14;
Interiores;/title/tt3394594/;(2005 TV Movie);;25 min;;;
Maraton Man;/title/tt5890292/;(2016– );;;8.4;16;
Penélope, camino a los Oscar;/title/tt0969315/;(2007 TV Movie);;28 min;5.9;38;
Jugando con las estrellas;/title/tt6623462/;(2017– );;75 min;;;
Noche Hache;/title/tt0485525/;(2005–2008);;75 min;6.1;85;
Happy Meal;/title/tt12615706/;(2020– );;;9.1;10;
Con todos los acentos;/title/tt0879964/;(2005– );;;;;
Dating Stories;/title/tt11275562/;(2019);;5 min;;;
Jim Doesn't Know What to Say;/title/tt3502986/;(2014 TV Movie);;30 min;9.2;7;
Trip y Troop;/title/tt4631526/;(2012– );;;;;
Arusitys Prime;/title/tt11296354/;(2019);;210 min;;;
¡Toma salami!;/title/tt10902254/;(2019–2020);;30 min;;;
Rafael Azcona, oficio de guionista;/title/tt1099208/;(2007 TV Movie);;30 min;5.8;10;
Baño compartido;/title/tt2588378/;(2019);;21 min;;;
B 360º;/title/tt0486682/;(2005–2006);;;;;
Aprendemos en Clan. El Debate.;/title/tt18280660/;(2021– );;30 min;;;
Fuera de lugar;/title/tt1213887/;(2008);;;7.1;9;
Aletheia;/title/tt13913636/;(2020– );;;;;
Espinete no existe;/title/tt8489736/;(2016–2017);;;;;
Máxima audiencia;/title/tt0474505/;(2004–2005);;;;;
El Bosque;/title/tt13683384/;(2020– );;;;;
Herois quotidians;/title/tt1255270/;(2008);;;;;
Sempre que es Pugui;/title/tt13318184/;(2021– );;40 min;;;
Ànima;/title/tt1394151/;(2009–2015);;;5.1;16;
Princesa rota: Orígenes;/title/tt3064290/;(2014– );;;;;
Jo què sé!;/title/tt1734304/;(2010–2013);;;;;
La isla de los famoS.O.S.;/title/tt0368510/;(2003–2005);;120 min;1.6;18;
Martínez el facha;/title/tt2316865/;(2011– );;2 min;;;
13 dies d'octubre;/title/tt4699592/;(2015 TV Movie);;96 min;7.1;62;
La bohème;/title/tt14786910/;(2016 TV Movie);;111 min;;;
La rentadora;/title/tt0874656/;(2006–2007);;30 min;3.8;5;
Oh Happy Day;/title/tt3165474/;(2013– );;;;;
Xox Xox Xox presenta;/title/tt3134718/;(2013– );;;8.8;15;
Dar cera, pulir #0;/title/tt10399588/;(2019– );;25 min;;;
El Antivlog;/title/tt8614370/;(2016–2017);;;;;
BByC: Bodas, Bautizos y Comuniones;/title/tt8969976/;(2018 TV Movie);;;5.2;5;
El legado celta de Galicia;/title/tt13517480/;(2011 TV Movie);;52 min;;;
Misha the Purple Cat;/title/tt5033758/;(2014– );;;;;
Trenhotel;/title/tt0994976/;(2007 TV Movie);;;6.7;9;
De par en par;/title/tt0989177/;(2007– );;30 min;6.0;10;
Era visto;/title/tt2877196/;(2011– );;;8.1;13;
Llámalo X;/title/tt12300784/;(2021– );;;;;
El espejo;/title/tt1135927/;(2008 TV Movie);;;5.3;16;
Hay una cosa que te quiero decir;/title/tt2885632/;(2012–2015);;;3.4;13;
La Santa Espina;/title/tt3213456/;(2013 TV Movie);;;;;
Psico express;/title/tt0352093/;(2002);;;6.2;14;
Tesoros de la tele;/title/tt13159900/;(2020–2021);;;;;
Buenas tardes;/title/tt0375264/;(2000– );;100 min;;;
Les contes d'Hoffmann;/title/tt2261622/;(2006 TV Movie);;185 min;;;
Das Rheingold;/title/tt2368733/;(2007 TV Movie);;167 min;8.8;5;
TED Talks: Changing identities;/title/tt11579838/;(2019);;10 min;;;
Mexpresso;/title/tt15834420/;(2017 TV Movie);;;;;
Una nueva vida;/title/tt0360297/;(2003);;60 min;;;
Misión exclusiva;/title/tt8968488/;(2018– );;;;;
Supernanny;/title/tt2048591/;(I) (2006–2008);;;;;
Códice;/title/tt4153922/;(2014 TV Movie);;;7.2;15;
Sálvame Stars;/title/tt7814914/;(2017 TV Movie);;;;;
Maria del Mar;/title/tt11024006/;(2019 TV Movie);;;;;
Cómo nos reímos;/title/tt3955932/;(2012– );;60 min;6.0;6;
Diario de un nómada;/title/tt6529828/;(2015– );Not Rated;;;;
El fantasma de Canterville;/title/tt9491300/;(2018 TV Movie);;85 min;;;
¡Mira quién baila!;/title/tt0465365/;(2005–2014);;120 min;3.9;35;
La casa de cristal;/title/tt0815716/;(2006– );;30 min;;;
La noche de José Mota;/title/tt3006654/;(2013);7;;5.0;27;
Carmen Polo, la señora de Meirás;/title/tt1220653/;(2004 TV Movie);;60 min;;;
¿Quieres salir conmigo?;/title/tt3838832/;(2014 TV Movie);;;7.2;30;
Préstame tu vida;/title/tt0444747/;(2005– );;60 min;;;
La ruïna;/title/tt1260943/;(2009 TV Movie);;;5.0;9;
El camino del Cid;/title/tt1310624/;(2008– );;45 min;7.8;5;
Inteligencia artificial;/title/tt3483524/;(2014– );;;;;
Una vida, una cena;/title/tt11138848/;(2019);TP;;7.3;6;
La primera vegada;/title/tt2621062/;(2012– );;;8.3;7;
Palo y Astilla;/title/tt13611820/;(2020);;60 min;;;
¡Mira quién salta!;/title/tt2738424/;(2013– );;;;;
La nit al dia;/title/tt0454030/;(2002–2008);;;5.8;19;
Papawa;/title/tt5280510/;(2006– );;;;;
Viajeras con B;/title/tt6790368/;(2017– );;;;;
Sueño latino;/title/tt1402569/;(2001 TV Movie);;;;;
El aprendiz;/title/tt10089200/;(2009);;70 min;;;
Las palabras de Vero;/title/tt0457687/;(2005 TV Movie);;90 min;;;
El bosque protector;/title/tt1138653/;(2002– );TP;30 min;7.8;5;
Amazing Mask;/title/tt2320590/;(2008– );;7 min;;;
Tell the Children the Truth;/title/tt4913352/;(2015 TV Movie);;49 min;;;
No disparen al pianista;/title/tt1155908/;(2007–2009);;60 min;5.6;16;
Supervivientes;/title/tt0380144/;(2000–2001);;90 min;4.4;12;
Todos con Patricia;/title/tt13388958/;(2020– );;;;;
Vilafranca;/title/tt7563464/;(2018 TV Movie);;84 min;6.7;28;
Planta baixa;/title/tt13283454/;(2019– );;;;;
El Ramon de les Olives;/title/tt5458476/;(2016– );;;7.0;5;
La importància de ser Frank;/title/tt13782106/;(2021 TV Movie);;112 min;6.8;5;
Os Mariachi;/title/tt18083220/;(2018–2019);;;;;
Bloopies;/title/tt18570270/;(2019–2020);;65 min;;;
Diamantino;/title/tt4095760/;(2016 TV Movie);;;7.8;9;
Casting: El camino del éxito;/title/tt1099194/;(2007 TV Movie);;47 min;8.0;8;
Retorno a Lílifor;/title/tt4205164/;(2015– );;;7.7;52;
Dame un beso;/title/tt7950996/;(2004);;;;;
Borrachera Paranormal;/title/tt14877806/;(2020–2021);;12 min;;;
Gente bien, el musical;/title/tt7784720/;(2017 TV Movie);;;7.9;7;
Chapa e pintura;/title/tt3240152/;(2013– );;;;;
L'un per l'altre;/title/tt0398596/;(2003–2005);;;6.5;22;
Comme sur des roulettes;/title/tt0460750/;(2005 TV Movie);;100 min;7.7;38;
